"Element"	"ionState"	"Ei"	"gi"
"O"	"I"	13.235494	7
"O"	"I"	13.2354959	5
"O"	"I"	13.2354975	3
"O"	"I"	13.2354984	1
"O"	"I"	13.2372725	5
"O"	"I"	13.2372725	7
"O"	"I"	13.2372725	3
"O"	"I"	13.2396725	9
"O"	"I"	13.2396725	5
"O"	"I"	13.2396725	11
"O"	"I"	13.2396725	7
"O"	"I"	13.2396725	3
"O"	"I"	13.2396776	7
"O"	"I"	13.2396776	9
"O"	"I"	13.2396776	5
"O"	"I"	13.2400126	11
"O"	"I"	13.2400126	7
"O"	"I"	13.2400126	13
"O"	"I"	13.2400126	9
"O"	"I"	13.2400126	5
"O"	"I"	13.2400126	9
"O"	"I"	13.2400126	11
"O"	"I"	13.2400126	7
"O"	"I"	13.3216106	5
"O"	"I"	13.3279572	3
"O"	"I"	13.3374112	9
"O"	"I"	13.3374122	7
"O"	"I"	13.3374136	5
"O"	"I"	13.3374147	3
"O"	"I"	13.3374152	1
"O"	"I"	13.3385644	5
"O"	"I"	13.3385644	7
"O"	"I"	13.3385644	3
"O"	"I"	13.3400972	3
"O"	"I"	13.3400972	9
"O"	"I"	13.3400972	5
"O"	"I"	13.3400972	11
"O"	"I"	13.3400972	7
"O"	"I"	13.3400981	7
"O"	"I"	13.3400981	9
"O"	"I"	13.3400981	5
"O"	"I"	13.3929467	5
"O"	"I"	13.3972365	3
"O"	"I"	13.4034447	9
"O"	"I"	13.4034453	7
"O"	"I"	13.4034463	5
"O"	"I"	13.403447	3
"O"	"I"	13.4034474	1
"O"	"I"	13.40443	3
"O"	"I"	13.40443	5
"O"	"I"	13.40443	7
"O"	"I"	13.44137	5
"O"	"I"	13.44439	3
"O"	"I"	13.448595	9
"O"	"I"	13.448595	5
"O"	"I"	13.448595	1
"O"	"I"	13.448595	7
"O"	"I"	13.448595	3
"O"	"I"	13.4494	7
"O"	"I"	13.4494	3
"O"	"I"	13.4494	5
"O"	"I"	13.47776	3
"O"	"I"	13.480992	1
"O"	"I"	13.480992	7
"O"	"I"	13.480992	3
"O"	"I"	13.480992	9
"O"	"I"	13.480992	5
"O"	"I"	13.48156	5
"O"	"I"	13.48156	7
"O"	"I"	13.48156	3
"O"	"I"	13.50264	3
"O"	"I"	13.50525	3
"O"	"I"	13.50525	5
"O"	"I"	13.50525	7
"O"	"I"	13.52122	3
"O"	"I"	13.52337	5
"O"	"I"	13.52337	7
"O"	"I"	13.52337	3
"O"	"I"	13.53557	3
"O"	"I"	13.53738	3
"O"	"I"	13.53738	5
"O"	"I"	13.53738	7
"O"	"I"	13.54725	3
"O"	"I"	13.54877	7
"O"	"I"	13.54877	5
"O"	"I"	13.54937	3
"O"	"I"	13.55656	3
"O"	"I"	13.55754	3
"O"	"I"	13.55754	5
"O"	"I"	13.55754	7
"O"	"I"	13.56417	3
"O"	"I"	13.56505	5
"O"	"I"	13.56505	7
"O"	"I"	13.56505	3
"O"	"I"	13.57065	3
"O"	"I"	13.57101	3
"O"	"I"	13.57101	5
"O"	"I"	13.57101	7
"O"	"I"	13.57539	3
"O"	"I"	13.57602	5
"O"	"I"	13.57615	7
"O"	"I"	13.57615	3
"O"	"I"	13.58039	3
"O"	"I"	13.58039	5
"O"	"I"	13.58039	7
"O"	"I"	13.5804	3
"O"	"I"	13.58389	5
"O"	"I"	13.58389	7
"O"	"I"	13.58389	3
"O"	"I"	13.58399	3
"O"	"I"	13.5873	3
"O"	"I"	13.58734	3
"O"	"I"	13.58734	5
"O"	"I"	13.58734	7
"O"	"I"	13.58997	5
"O"	"I"	13.58997	7
"O"	"I"	13.58997	3
"O"	"I"	13.58997	3
"O"	"I"	13.59239	3
"O"	"I"	13.59239	5
"O"	"I"	13.59239	7
"O"	"I"	13.59239	3
"O"	"I"	13.59458	5
"O"	"I"	13.59458	7
"O"	"I"	13.59458	3
"O"	"I"	13.59458	3
"O"	"I"	13.59628	3
"O"	"I"	13.59628	5
"O"	"I"	13.59628	7
"O"	"I"	13.59628	3
"O"	"I"	13.59778	5
"O"	"I"	13.59778	7
"O"	"I"	13.59778	3
"O"	"I"	13.59778	3
"O"	"I"	13.59936	3
"O"	"I"	13.59936	5
"O"	"I"	13.59936	7
"O"	"I"	13.59936	3
"O"	"I"	13.60056	5
"O"	"I"	13.60056	7
"O"	"I"	13.60056	3
"O"	"I"	13.60056	3
"O"	"I"	13.60174	3
"O"	"I"	13.60174	5
"O"	"I"	13.60174	7
"O"	"I"	13.60174	3
"O"	"I"	13.60277	5
"O"	"I"	13.60277	7
"O"	"I"	13.60277	3
"O"	"I"	13.60277	3
"O"	"I"	14.0355624	3
"O"	"I"	14.0467669	7
"O"	"I"	14.0467717	5
"O"	"I"	14.0472014	3
"O"	"I"	14.0987942	9
"O"	"I"	14.0996582	7
"O"	"I"	14.1003714	5
"O"	"I"	14.1231587	5
"O"	"I"	14.1244523	3
"O"	"I"	14.125214	1
"O"	"I"	14.1337323	7
"O"	"I"	14.372018	3
"O"	"I"	14.4604127	5
"O"	"I"	15.17811	7
"O"	"I"	15.17978	5
"O"	"I"	15.18075	3
"O"	"I"	15.2249696	5
"O"	"I"	15.2868521	5
"O"	"I"	15.2941343	3
"O"	"I"	15.2980803	1
"O"	"I"	15.4005245	9
"O"	"I"	15.4011962	7
"O"	"I"	15.4018277	5
"O"	"I"	15.4036294	9
"O"	"I"	15.4038114	11
"O"	"I"	15.4053994	7
"O"	"I"	15.4041162	1
"O"	"I"	15.40468	7
"O"	"I"	15.40599	5
"O"	"I"	15.40677	3
"O"	"I"	15.4061252	9
"O"	"I"	15.408	3
"O"	"I"	15.4136133	5
"O"	"I"	15.414556	7
"O"	"I"	15.41574	3
"O"	"I"	15.5941737	7
"O"	"I"	15.5950907	5
"O"	"I"	15.5957253	3
"O"	"I"	15.6550999	5
"O"	"I"	15.6641915	3
"O"	"I"	15.6695881	1
"O"	"I"	15.7810344	7
"O"	"I"	15.7817439	5
"O"	"I"	15.7821517	3
"O"	"I"	15.8287841	3
"O"	"I"	15.9437376	5
"O"	"I"	15.99133	7
"O"	"I"	15.99275	5
"O"	"I"	15.99374	3
"O"	"I"	16.0103676	5
"O"	"I"	16.0766475	9
"O"	"I"	16.0782511	9
"O"	"I"	16.0783356	11
"O"	"I"	16.0799432	7
"O"	"I"	16.0785843	1
"O"	"I"	16.0786	3
"O"	"I"	16.0798	7
"O"	"I"	16.08044	5
"O"	"I"	16.08112	3
"O"	"I"	16.0806911	9
"O"	"I"	16.0846	5
"O"	"I"	16.08529	3
"O"	"I"	16.0853444	7
"O"	"I"	16.0904139	11
"O"	"I"	16.0906592	11
"O"	"I"	16.0906605	13
"O"	"I"	16.093128	11
"O"	"I"	16.1142263	5
"O"	"I"	16.1153897	3
"O"	"I"	16.1160306	1
"O"	"I"	16.2348533	1
"O"	"I"	16.34787	7
"O"	"I"	16.34924	5
"O"	"I"	16.35055	3
"O"	"I"	16.358	5
"O"	"I"	16.3895544	9
"O"	"I"	16.3904688	9
"O"	"I"	16.3905122	11
"O"	"I"	16.3911	3
"O"	"I"	16.39113	7
"O"	"I"	16.39242	5
"O"	"I"	16.39296	3
"O"	"I"	16.3929029	9
"O"	"I"	16.39475	3
"O"	"I"	16.3951	5
"O"	"I"	16.396	7
"O"	"I"	16.40449	5
"O"	"I"	16.40512	3
"O"	"I"	16.53575	7
"O"	"I"	16.53686	5
"O"	"I"	16.53828	3
"O"	"I"	16.5421	5
"O"	"I"	16.56017	7
"O"	"I"	16.56017	3
"O"	"I"	16.56017	5
"O"	"I"	16.5604	3
"O"	"I"	16.56155	3
"O"	"I"	16.5627	5
"O"	"I"	16.5632	7
"O"	"I"	16.56702	5
"O"	"I"	16.56757	3
"O"	"I"	16.64678	7
"O"	"I"	16.64778	5
"O"	"I"	16.64923	3
"O"	"I"	16.6517	5
"O"	"I"	16.66162	5
"O"	"I"	16.66162	7
"O"	"I"	16.66162	3
"O"	"I"	16.6619	3
"O"	"I"	16.66379	3
"O"	"I"	16.6646	7
"O"	"I"	16.6646	5
"O"	"I"	16.66613	5
"O"	"I"	16.66676	3
"O"	"I"	16.71791	7
"O"	"I"	16.71849	5
"O"	"I"	16.7216	5
"O"	"I"	16.72785	3
"O"	"I"	16.72785	7
"O"	"I"	16.72785	3
"O"	"I"	16.72785	5
"O"	"I"	16.7281	3
"O"	"I"	16.73	5
"O"	"I"	16.73	7
"O"	"I"	16.7309	5
"O"	"I"	16.73131	3
"O"	"I"	16.76597	7
"O"	"I"	16.76597	5
"O"	"I"	16.7691	5
"O"	"I"	16.77304	5
"O"	"I"	16.77304	7
"O"	"I"	16.77304	3
"O"	"I"	16.77304	3
"O"	"I"	16.7732	3
"O"	"I"	16.7755	5
"O"	"I"	16.77568	3
"O"	"I"	16.7756	7
"O"	"I"	16.7756	5
"O"	"I"	16.80014	7
"O"	"I"	16.80503	5
"O"	"I"	16.80503	7
"O"	"I"	16.80503	3
"O"	"I"	16.80503	3
"O"	"I"	16.8051	3
"O"	"I"	16.80734	5
"O"	"I"	16.80757	3
"O"	"I"	16.8079	7
"O"	"I"	16.8079	5
"O"	"I"	16.82239	5
"O"	"I"	16.82239	1
"O"	"I"	16.82239	3
"O"	"I"	16.82488	7
"O"	"I"	16.8275	5
"O"	"I"	16.82867	3
"O"	"I"	16.82867	5
"O"	"I"	16.82867	7
"O"	"I"	16.82867	3
"O"	"I"	16.8291	3
"O"	"I"	16.83107	3
"O"	"I"	16.83121	5
"O"	"I"	16.8315	5
"O"	"I"	16.8315	7
"O"	"I"	16.84358	7
"O"	"I"	16.84653	5
"O"	"I"	16.84653	7
"O"	"I"	16.84653	3
"O"	"I"	16.84653	3
"O"	"I"	16.8478	3
"O"	"I"	16.84907	3
"O"	"I"	16.84934	5
"O"	"I"	16.8497	7
"O"	"I"	16.8497	5
"O"	"I"	16.86016	3
"O"	"I"	16.86016	5
"O"	"I"	16.86016	7
"O"	"I"	16.86016	3
"O"	"I"	16.86321	5
"O"	"I"	16.8633	3
"O"	"I"	16.87069	5
"O"	"I"	16.87069	7
"O"	"I"	16.87069	3
"O"	"I"	16.87069	3
"O"	"I"	16.8724	3
"O"	"I"	16.87426	5
"O"	"I"	16.87907	7
"O"	"I"	16.87907	3
"O"	"I"	16.87907	5
"O"	"I"	16.87907	3
"O"	"I"	16.88311	5
"O"	"I"	16.88595	7
"O"	"I"	16.88595	3
"O"	"I"	16.88595	5
"O"	"I"	16.88595	3
"O"	"I"	16.89188	5
"O"	"I"	16.9	3
"O"	"I"	16.9	5
"O"	"I"	16.9056	3
"O"	"I"	17.1009	5
"O"	"I"	17.10319	5
"O"	"I"	17.10319	1
"O"	"I"	17.10319	3
"O"	"I"	17.10517	5
"O"	"I"	17.10517	7
"O"	"I"	17.10517	3
"O"	"I"	17.1075	3
"O"	"I"	17.68641	3
"O"	"I"	17.68641	5
"O"	"I"	17.68641	1
"O"	"I"	17.6979	3
"O"	"I"	17.7743	5
"O"	"I"	17.7748	3
"O"	"I"	17.7748	5
"O"	"I"	17.7748	1
"O"	"I"	17.7748	5
"O"	"I"	17.7748	7
"O"	"I"	17.7748	3
"O"	"I"	17.7774	3
"O"	"I"	18.04175	5
"O"	"I"	18.04175	1
"O"	"I"	18.04175	3
"O"	"I"	18.055	3
"O"	"I"	18.0853	5
"O"	"I"	18.08564	5
"O"	"I"	18.08564	1
"O"	"I"	18.08564	3
"O"	"I"	18.08564	7
"O"	"I"	18.08564	3
"O"	"I"	18.08564	5
"O"	"I"	18.0877	3
"O"	"I"	18.22924	3
"O"	"I"	18.22924	5
"O"	"I"	18.22924	1
"O"	"I"	18.2327	3
"O"	"I"	18.2541	5
"O"	"I"	18.25421	3
"O"	"I"	18.25421	5
"O"	"I"	18.25421	1
"O"	"I"	18.25421	5
"O"	"I"	18.25421	7
"O"	"I"	18.25421	3
"O"	"I"	18.255	3
"O"	"I"	18.33988	5
"O"	"I"	18.33988	1
"O"	"I"	18.33988	3
"O"	"I"	18.3425	3
"O"	"I"	18.3552	5
"O"	"I"	18.35558	5
"O"	"I"	18.35558	1
"O"	"I"	18.35558	3
"O"	"I"	18.35558	7
"O"	"I"	18.35558	3
"O"	"I"	18.35558	5
"O"	"I"	18.3569	3
"O"	"I"	18.4111	1
"O"	"I"	18.4111	3
"O"	"I"	18.4111	5
"O"	"I"	18.4123	3
"O"	"I"	18.42119	3
"O"	"I"	18.42119	5
"O"	"I"	18.42119	1
"O"	"I"	18.42119	5
"O"	"I"	18.42119	7
"O"	"I"	18.42119	3
"O"	"I"	18.4213	5
"O"	"I"	18.4218	3
"O"	"I"	18.45913	3
"O"	"I"	18.45913	5
"O"	"I"	18.45913	1
"O"	"I"	18.4601	3
"O"	"I"	18.4663	5
"O"	"I"	18.46688	5
"O"	"I"	18.46688	1
"O"	"I"	18.46688	3
"O"	"I"	18.46688	7
"O"	"I"	18.46688	3
"O"	"I"	18.46688	5
"O"	"I"	18.467	3
"O"	"I"	18.49337	3
"O"	"I"	18.49337	5
"O"	"I"	18.49337	1
"O"	"I"	18.4945	3
"O"	"I"	18.49852	5
"O"	"I"	18.49852	1
"O"	"I"	18.49852	3
"O"	"I"	18.49852	7
"O"	"I"	18.49852	3
"O"	"I"	18.49852	5
"O"	"I"	18.4988	5
"O"	"I"	18.51821	5
"O"	"I"	18.51821	1
"O"	"I"	18.51821	3
"O"	"I"	18.52207	7
"O"	"I"	18.52207	3
"O"	"I"	18.52207	5
"O"	"I"	18.52207	1
"O"	"I"	18.52207	3
"O"	"I"	18.52207	5
"O"	"I"	18.5222	5
"O"	"I"	18.53742	3
"O"	"I"	18.53742	5
"O"	"I"	18.53742	1
"O"	"I"	18.54052	5
"O"	"I"	18.54052	1
"O"	"I"	18.54052	3
"O"	"I"	18.54052	7
"O"	"I"	18.54052	3
"O"	"I"	18.54052	5
"O"	"I"	18.55198	5
"O"	"I"	18.55198	1
"O"	"I"	18.55198	3
"O"	"I"	18.55451	1
"O"	"I"	18.55451	3
"O"	"I"	18.55451	5
"O"	"I"	18.55451	3
"O"	"I"	18.55451	5
"O"	"I"	18.55451	7
"O"	"I"	18.566	3
"O"	"I"	18.566	5
"O"	"I"	18.566	1
"O"	"I"	18.566	5
"O"	"I"	18.566	7
"O"	"I"	18.566	3
"O"	"I"	18.57477	5
"O"	"I"	18.57477	1
"O"	"I"	18.57477	3
"O"	"I"	18.57477	7
"O"	"I"	18.57477	3
"O"	"I"	18.57477	5
"O"	"I"	18.58817	1
"O"	"I"	18.58817	3
"O"	"I"	18.58817	5
"O"	"I"	18.58817	3
"O"	"I"	18.58817	5
"O"	"I"	18.58817	7
"O"	"I"	18.59286	3
"O"	"I"	18.59286	5
"O"	"I"	18.59286	1
"O"	"I"	18.59286	5
"O"	"I"	18.59286	7
"O"	"I"	18.59286	3
"O"	"I"	18.59773	5
"O"	"I"	18.59773	7
"O"	"I"	18.59773	3
"O"	"I"	18.59773	5
"O"	"I"	18.59773	1
"O"	"I"	18.59773	3
"Cu"	"I"	0	2
"Cu"	"I"	1.388948	6
"Cu"	"I"	1.6422256	4
"Cu"	"I"	3.7858977	2
"Cu"	"I"	3.816692	4
"Cu"	"I"	4.837701	6
"Cu"	"I"	4.973503	4
"Cu"	"I"	5.076382	2
"Cu"	"I"	5.072089	10
"Cu"	"I"	5.10238	8
"Cu"	"I"	5.153147	6
"Cu"	"I"	5.244851	4
"Cu"	"I"	5.3483348	2
"Cu"	"I"	5.39505	8
"Cu"	"I"	5.505682	6
"Cu"	"I"	5.522772	4
"Cu"	"I"	5.568835	2
"Cu"	"I"	5.421363	6
"Cu"	"I"	5.574734	8
"Cu"	"I"	5.681073	2
"Cu"	"I"	5.688311	4
"Cu"	"I"	5.724709	4
"Cu"	"I"	5.777459	6
"Cu"	"I"	6.1227049	4
"Cu"	"I"	6.1227444	2
"Cu"	"I"	6.1911751	4
"Cu"	"I"	6.1920252	6
"Cu"	"I"	6.55241	2
"Cu"	"I"	6.7923584	4
"Cu"	"I"	6.822573	2
"Cu"	"I"	6.8671955	4
"Cu"	"I"	6.8676456	6
"Cu"	"I"	6.8719921	8
"Cu"	"I"	6.8723598	6
"Cu"	"I"	6.946821	8
"Cu"	"I"	7.205884	6
"Cu"	"I"	6.985719	4
"Cu"	"I"	7.236296	2
"Cu"	"I"	7.02388	6
"Cu"	"I"	7.276745	4
"Cu"	"I"	7.0263553	2
"Cu"	"I"	7.119078	2
"Cu"	"I"	7.1847068	4
"Cu"	"I"	7.1778166	4
"Cu"	"I"	7.1780681	6
"Cu"	"I"	7.1793195	6
"Cu"	"I"	7.1802167	8
"Cu"	"I"	7.1816767	8
"Cu"	"I"	7.1816767	10
"Cu"	"I"	7.261618	2
"Cu"	"I"	7.345981	4
"Cu"	"I"	7.3461333	6
"Cu"	"I"	7.347225	8
"Cu"	"I"	7.3472875	6
"Cu"	"I"	7.3481359	10
"Cu"	"I"	7.3481359	8
"Cu"	"I"	7.3483475	22
"Cu"	"I"	7.349162	4
"Cu"	"I"	7.35508	2
"Cu"	"I"	7.395393	2
"Cu"	"I"	7.447174	4
"Cu"	"I"	7.447282	6
"Cu"	"I"	7.447752	4
"Cu"	"I"	7.449569	2
"Cu"	"I"	7.4479138	8
"Cu"	"I"	7.4479334	6
"Cu"	"I"	7.4485062	10
"Cu"	"I"	7.4485062	8
"Cu"	"I"	7.448643	22
"Cu"	"I"	7.51267	6
"Cu"	"I"	7.512763	4
"Cu"	"I"	7.512825	6
"Cu"	"I"	7.512835	4
"Cu"	"I"	7.51359	2
"Cu"	"I"	7.55762	4
"Cu"	"I"	7.557999	2
"Cu"	"I"	7.557694	4
"Cu"	"I"	7.557744	6
"Cu"	"I"	7.589709	4
"Cu"	"I"	7.589923	2
"Cu"	"I"	7.58984	6
"Cu"	"I"	7.613467	4
"Cu"	"I"	7.613558	2
"Cu"	"I"	7.63153	4
"Cu"	"I"	7.631562	2
"Cu"	"I"	7.645592	4
"Cu"	"I"	7.6456	2
"Cu"	"I"	7.656732	4
"Cu"	"I"	7.65674	2
"Cu"	"I"	7.665725	6
"Cu"	"I"	7.673078	6
"Cu"	"I"	7.679171	6
"Cu"	"I"	7.68153	2
"Cu"	"I"	7.684278	6
"Cu"	"I"	7.68625	2
"Cu"	"I"	7.688595	6
"Cu"	"I"	7.69026	2
"Cu"	"I"	7.692282	6
"Cu"	"I"	7.69372	2
"Cu"	"I"	7.695452	6
"Cu"	"I"	7.696685	2
"Cu"	"I"	7.6982	6
"Cu"	"I"	7.69928	2
"Cu"	"I"	7.7006	6
"Cu"	"I"	7.701571	2
"Cu"	"I"	7.702704	6
"Cu"	"I"	7.70352	2
"Cu"	"I"	7.704557	6
"Cu"	"I"	7.705299	2
"Cu"	"I"	7.706209	6
"Cu"	"I"	7.706852	2
"Cu"	"I"	7.70768	6
"Cu"	"I"	7.70827	2
"Cu"	"I"	7.708993	6
"Cu"	"I"	7.709521	2
"Cu"	"I"	7.710172	6
"Cu"	"I"	7.710647	2
"Cu"	"I"	7.711242	6
"Cu"	"I"	7.71166	2
"Cu"	"I"	7.712206	6
"Cu"	"I"	7.712595	2
"Cu"	"I"	7.713079	6
"Cu"	"I"	7.71342	2
"Cu"	"I"	7.713867	6
"Cu"	"I"	7.7142	2
"Cu"	"I"	7.714586	6
"Cu"	"I"	7.71485	2
"Cu"	"I"	7.715254	6
"Cu"	"I"	7.71551	2
"Cu"	"I"	7.715868	6
"Cu"	"I"	7.71609	2
"Cu"	"I"	7.716429	6
"Cu"	"I"	7.71662	2
"Cu"	"I"	7.716944	6
"Cu"	"I"	7.71712	2
"Cu"	"I"	7.717424	6
"Cu"	"I"	7.717866	6
"Cu"	"I"	7.718274	6
"Cu"	"I"	7.718654	6
"Cu"	"I"	7.719014	6
"Cu"	"I"	7.719345	6
"Cu"	"I"	7.719654	6
"Cu"	"I"	7.719947	6
"Cu"	"I"	7.720211	6
"Cu"	"I"	7.720471	6
"Cu"	"I"	7.720715	6
"Cu"	"I"	7.72093	6
"Cu"	"I"	7.72114	6
"Cu"	"I"	7.72133	6
"Cu"	"I"	7.72154	6
"Cu"	"I"	7.72171	6
"Cu"	"I"	7.72187	6
"Cu"	"I"	7.737027	8
"Cu"	"I"	7.80459	6
"Cu"	"I"	7.883492	4
"Cu"	"I"	7.993553	2
"Cu"	"I"	8.016523	6
"Cu"	"I"	8.0912	4
"Cu"	"I"	8.324631	6
"Cu"	"I"	8.427456	4
"Cu"	"I"	8.71376	4
"Cu"	"I"	8.80315	2
"Cu"	"I"	8.720675	8
"Cu"	"I"	8.73029	6
"Cu"	"I"	8.733648	8
"Cu"	"I"	8.74849	6
"Cu"	"I"	8.806574	4
"Cu"	"I"	9.00145	2
"Cu"	"I"	8.784698	4
"Cu"	"I"	8.945645	2
"Cu"	"I"	8.78474	2
"Cu"	"I"	8.785458	10
"Cu"	"I"	8.928948	8
"Cu"	"I"	8.797899	6
"Cu"	"I"	8.879001	8
"Cu"	"I"	8.802645	4
"Cu"	"I"	8.815053	6
"Cu"	"I"	8.939879	4
"Cu"	"I"	8.818726	8
"Cu"	"I"	8.945607	6
"Cu"	"I"	8.81908	12
"Cu"	"I"	8.92422	10
"Cu"	"I"	9.063585	8
"Cu"	"I"	9.075491	6
"Cu"	"I"	8.82497	6
"Cu"	"I"	8.912346	2
"Cu"	"I"	8.917846	4
"Cu"	"I"	8.836134	8
"Cu"	"I"	8.935167	6
"Cu"	"I"	9.063852	4
"Cu"	"I"	8.838904	10
"Cu"	"I"	8.938404	8
"Cu"	"I"	9.08862	6
"Cu"	"I"	9.090086	4
"Cu"	"I"	8.895317	6
"Cu"	"I"	8.92988	4
"Cu"	"I"	8.9167	4
"Cu"	"I"	9.01835	2
"Cu"	"I"	8.9205	4
"Cu"	"I"	9.174217	8
"Cu"	"I"	9.21365	6
"Cu"	"I"	9.304224	4
"Cu"	"I"	9.430786	2
"Cu"	"I"	9.20698	4
"Cu"	"I"	9.310131	2
"Cu"	"I"	9.217236	8
"Cu"	"I"	9.289453	6
"Cu"	"I"	9.237791	10
"Cu"	"I"	9.312387	2
"Cu"	"I"	9.331485	4
"Cu"	"I"	9.319921	6
"Cu"	"I"	9.464002	4
"Cu"	"I"	9.32439	8
"Cu"	"I"	9.34171	10
"Cu"	"I"	9.3467	2
"Cu"	"I"	9.35339	4
"Cu"	"I"	9.354195	6
"Cu"	"I"	9.365294	6
"Cu"	"I"	9.369838	8
"Cu"	"I"	9.52503	10
"Cu"	"I"	9.65826	8
"Cu"	"I"	9.52587	4
"Cu"	"I"	9.536	4
"Cu"	"I"	9.63149	2
"Cu"	"I"	9.540515	6
"Cu"	"I"	9.66252	4
"Cu"	"I"	9.5417	4
"Cu"	"I"	9.541852	8
"Cu"	"I"	9.665726	6
"Cu"	"I"	9.54854	12
"Cu"	"I"	9.652658	10
"Cu"	"I"	9.79329	8
"Cu"	"I"	9.80137	6
"Cu"	"I"	9.550539	6
"Cu"	"I"	9.64779	2
"Cu"	"I"	9.651066	4
"Cu"	"I"	9.55523	8
"Cu"	"I"	9.659035	6
"Cu"	"I"	9.795181	4
"Cu"	"I"	9.556763	10
"Cu"	"I"	9.660768	8
"Cu"	"I"	9.809232	6
"Cu"	"I"	9.809527	4
"Cu"	"I"	9.58235	6
"Cu"	"I"	9.58362	6
"Cu"	"I"	9.62401	6
"Cu"	"I"	9.70315	8
"Cu"	"I"	9.731085	6
"Cu"	"I"	9.826733	4
"Cu"	"I"	9.959759	2
"Cu"	"I"	9.714132	6
"Cu"	"I"	9.742417	4
"Cu"	"I"	9.78141	2
"Cu"	"I"	9.78488	2
"Cu"	"I"	9.827971	6
"Cu"	"I"	9.97532	4
"Cu"	"I"	9.83908	4
"Cu"	"I"	9.87421	4
"Cu"	"I"	9.87504	4
"Cu"	"I"	9.97805	2
"Cu"	"I"	9.87756	12
"Cu"	"I"	9.98142	10
"Cu"	"I"	9.87849	6
"Cu"	"I"	9.88085	8
"Cu"	"I"	9.98597	6
"Cu"	"I"	9.88149	10
"Cu"	"I"	9.98813	8
"Cu"	"I"	9.8938	6
"Cu"	"I"	9.95819	8
"Cu"	"I"	9.97138	6
"Cu"	"I"	9.98737	8
"Cu"	"I"	9.98992	6
"Cu"	"I"	9.99145	4
"Cu"	"I"	10.03579	4
"Cu"	"I"	10.11876	2
"Cu"	"I"	10.05321	4
"Cu"	"I"	10.16497	2
"Cu"	"I"	10.06292	6
"Cu"	"I"	10.07899	6
"Cu"	"I"	10.081629	4
"Cu"	"I"	10.08764	6
"Cu"	"I"	10.089364	8
"Cu"	"I"	10.11876	2
"Cu"	"I"	10.1224	2
"Cu"	"I"	10.15107	4
"Cu"	"I"	10.1519	4
"Cu"	"I"	10.16306	4
"Cu"	"I"	10.26759	2
"Cu"	"I"	10.17716	6
"Cu"	"I"	10.18217	6
"Cu"	"I"	10.22651	4
"Cu"	"I"	10.23064	6
"Cu"	"I"	10.27405	4
"Cu"	"I"	10.27567	6
"Cu"	"I"	10.27865	6
"Cu"	"I"	10.30436	4
"Cu"	"I"	10.30837	6
"Cu"	"I"	10.31997	4
"Cu"	"I"	10.32995	4
"Cu"	"I"	10.33201	6
"Cu"	"I"	10.33805	2
"Cu"	"I"	10.34461	6
"Cu"	"I"	10.34901	4
"Cu"	"I"	10.34995	6
"Cu"	"I"	10.36319	4
"Cu"	"I"	10.36389	6
"Cu"	"I"	10.37429	4
"Cu"	"I"	10.37507	6
"Cu"	"I"	10.37993	4
"Cu"	"I"	10.38446	2
"Cu"	"I"	10.38994	4
"Cu"	"I"	10.39203	4
"Cu"	"I"	10.43094	2
"Cu"	"I"	10.39203	6
"Cu"	"I"	10.39744	4
"Cu"	"I"	10.4025	4
"Cu"	"I"	10.40695	4
"Cu"	"I"	10.41167	2
"Cu"	"I"	10.41778	2
"Cu"	"I"	10.41946	4
"Cu"	"I"	10.42147	6
"Cu"	"I"	10.44298	2
"Cu"	"I"	10.44562	6
"Cu"	"I"	10.46139	2
"Cu"	"I"	10.4636	6
"Cu"	"I"	10.47616	2
"Cu"	"I"	10.47783	6
"Cu"	"I"	10.48076	2
"Cu"	"I"	10.48749	4
"Cu"	"I"	10.48962	2
"Cu"	"I"	10.49735	2
"Cu"	"I"	10.50491	2
"Cu"	"I"	10.5107	2
"Cu"	"I"	10.51604	2
"Cu"	"I"	10.5206	2
"Cu"	"I"	10.52766	2
"Cu"	"I"	10.53248	4
"Cu"	"I"	10.56092	2
"Cu"	"I"	10.56462	4
"Cu"	"I"	10.57822	4
"Cu"	"I"	10.6002	2
"Cu"	"I"	10.58663	2
"Cu"	"I"	10.58834	4
"Cu"	"I"	10.60501	2
"Cu"	"I"	10.60646	4
"Cu"	"I"	10.61936	2
"Cu"	"I"	10.62064	4
"Cu"	"I"	10.63065	2
"Cu"	"I"	10.63166	4
"Cu"	"I"	10.64022	2
"Cu"	"I"	10.64773	2
"Cu"	"I"	10.65349	2
"Cu"	"I"	10.65917	2
"Cu"	"I"	10.66338	2
"Cu"	"I"	10.68894	4
"Cu"	"I"	10.70194	2
"Cu"	"I"	10.75944	4
"Cu"	"I"	10.76784	2
"Cu"	"I"	10.80708	4
"Cu"	"I"	10.81311	2
"Mg"	"I"	0	1
"Mg"	"I"	2.7091049	1
"Mg"	"I"	2.7115919	3
"Mg"	"I"	2.7166398	5
"Mg"	"I"	4.3458029	3
"Mg"	"I"	5.107827	3
"Mg"	"I"	5.3937259	1
"Mg"	"I"	5.7532468	5
"Mg"	"I"	5.9315428	1
"Mg"	"I"	5.9319513	3
"Mg"	"I"	5.932788	5
"Mg"	"I"	5.9459136	5
"Mg"	"I"	5.9459158	7
"Mg"	"I"	5.9459174	3
"Mg"	"I"	6.1182146	3
"Mg"	"I"	6.4313736	3
"Mg"	"I"	6.5161391	1
